Combinado,Floral,Generico,Geometrico,Liso,Precio,Ventas
0,1,0,0,0,196.00,500
0,0,1,0,0,462.82,300
1,0,0,0,0,153.23,300
0,0,1,0,0,217.00,400
0,0,1,0,0,414.00,1000
0,1,0,0,0,448.00,100
1,0,0,0,0,137.83,100
0,0,1,0,0,202.40,300
0,0,0,1,0,210.00,200
0,1,0,0,0,457.00,500
0,0,1,0,0,473.55,70
0,0,1,0,0,144.50,200
0,0,1,0,0,229.50,100
0,0,1,0,0,327.00,500
0,0,1,0,0,305.00,100
0,0,0,1,0,504.00,100
0,0,1,0,0,147.00,100
0,0,1,0,0,482.00,90
0,0,1,0,0,146.52,200
0,0,1,0,0,158.00,12
1,0,0,0,0,206.00,200
0,0,1,0,0,385.00,50
0,0,1,0,0,196.00,200
0,1,0,0,0,610.00,100
0,1,0,0,0,221.92,400
0,0,1,0,0,198.00,300
1,0,0,0,0,287.00,100
0,0,1,0,0,419.00,50
1,0,0,0,0,180.00,800
0,1,0,0,0,243.00,400
0,0,1,0,0,168.00,200
1,0,0,0,0,346.00,100
0,1,0,0,0,213.00,200
0,0,1,0,0,350.00,100
0,1,0,0,0,221.00,300
0,0,1,0,0,225.00,100
0,0,1,0,0,208.78,300
0,1,0,0,0,344.96,200
0,0,1,0,0,235.00,70
0,0,1,0,0,208.25,40
1,0,0,0,0,191.99,15
0,0,1,0,0,399.00,40
0,0,1,0,0,378.00,200
1,0,0,0,0,430.00,10
0,0,1,0,0,314.65,100
0,0,1,0,0,375.00,50
0,0,1,0,0,274.89,90
0,1,0,0,0,392.70,300
0,1,0,0,0,369.00,600
0,0,1,0,0,419.00,50
0,1,0,0,0,477.00,60
0,0,0,1,0,231.00,800
0,0,1,0,0,342.37,50
0,0,1,0,0,289.81,100
1,0,0,0,0,384.71,400
1,0,0,0,0,197.00,50
0,0,1,0,0,395.00,50
0,0,1,0,0,702.00,1000
1,0,0,0,0,132.00,800
0,0,1,0,0,157.00,19
0,0,1,0,0,276.00,20
0,0,1,0,0,224.00,300
0,0,0,1,0,357.00,40
0,0,1,0,0,297.00,50
0,0,1,0,0,370.00,1000
0,0,1,0,0,420.00,40
0,1,0,0,0,185.00,600
0,1,0,0,0,251.79,200
1,0,0,0,0,177.87,10
0,0,1,0,0,173.25,200
1,0,0,0,0,277.97,1000
0,0,1,0,0,153.60,12
0,1,0,0,0,207.00,60
0,1,0,0,0,429.00,50
0,0,1,0,0,478.00,200
0,0,1,0,0,460.00,10
0,0,1,0,0,280.00,200
0,0,1,0,0,388.00,90
0,0,1,0,0,509.00,100
0,0,1,0,0,257.95,30
0,0,1,0,0,457.00,80
1,0,0,0,0,284.70,100
0,0,1,0,0,685.00,10
0,0,1,0,0,130.67,700
0,0,1,0,0,275.00,200
1,0,0,0,0,416.00,30
0,0,1,0,0,339.57,20
0,1,0,0,0,384.00,100
0,0,1,0,0,371.00,70
0,0,0,1,0,268.64,30
0,0,1,0,0,368.00,1000
0,1,0,0,0,261.00,90
0,0,1,0,0,329.00,40
0,0,0,1,0,220.00,200
0,0,1,0,0,249.00,200
0,1,0,0,0,174.79,100
0,0,1,0,0,262.00,30
1,0,0,0,0,324.00,20
0,0,1,0,0,234.60,80
0,1,0,0,0,374.99,60
0,0,1,0,0,602.70,100
0,1,0,0,0,184.80,12
0,0,1,0,0,230.00,300
1,0,0,0,0,341.00,90
0,1,0,0,0,387.31,200
0,1,0,0,0,498.00,100
1,0,0,0,0,188.00,60
1,0,0,0,0,284.00,70
0,0,1,0,0,764.00,100
1,0,0,0,0,386.17,800
0,0,1,0,0,224.00,100
0,0,1,0,0,494.00,80
0,0,1,0,0,628.00,100
0,0,0,1,0,267.00,60
0,0,1,0,0,360.00,50
0,0,1,0,0,621.00,1000
0,1,0,0,0,79.55,10
0,0,1,0,0,220.00,300
0,0,1,0,0,138.70,800
0,0,1,0,0,266.05,100
0,0,1,0,0,429.00,100
1,0,0,0,0,356.00,40
0,0,1,0,0,390.00,60
0,0,1,0,0,170.85,100
0,0,1,0,0,419.00,10
0,0,1,0,0,199.43,200
0,0,1,0,0,152.46,100
0,0,0,1,0,213.89,25
0,0,1,0,0,207.00,300
0,0,1,0,0,341.11,70
0,0,0,1,0,295.68,600
0,0,1,0,0,299.00,100
0,0,1,0,0,375.00,40
0,1,0,0,0,304.00,60
0,1,0,0,0,273.00,50
0,0,0,1,0,202.00,300
0,0,1,0,0,172.00,10
0,0,1,0,0,309.00,50
0,0,1,0,0,259.00,70
0,1,0,0,0,281.00,50
1,0,0,0,0,166.40,200
0,0,1,0,0,240.80,12
0,1,0,0,0,259.25,40
0,0,1,0,0,211.00,200
0,0,0,1,0,193.00,500
0,0,1,0,0,257.00,30
0,0,1,0,0,282.00,60
0,0,1,0,0,189.00,100
0,0,1,0,0,264.11,100
0,0,1,0,0,518.00,90
1,0,0,0,0,307.33,50
0,1,0,0,0,213.16,200
0,0,1,0,0,267.19,80
0,0,1,0,0,225.00,200
0,0,0,1,0,181.00,500
0,0,1,0,0,387.00,90
0,0,0,1,0,186.42,400
0,0,1,0,0,330.00,100
0,0,1,0,0,297.00,40
0,0,1,0,0,367.92,200
0,0,0,1,0,323.00,80
0,0,1,0,0,581.00,80
0,0,1,0,0,436.00,60
1,0,0,0,0,204.00,60
0,0,1,0,0,242.55,200
0,0,1,0,0,322.40,10
0,1,0,0,0,243.00,700
0,0,1,0,0,304.00,70
0,0,1,0,0,429.00,20
1,0,0,0,0,244.00,30
0,0,1,0,0,401.17,200
0,0,1,0,0,194.00,100
0,1,0,0,0,417.00,20
0,1,0,0,0,367.00,20
0,0,1,0,0,459.17,50
0,1,0,0,0,191.73,100
0,1,0,0,0,189.42,100
0,1,0,0,0,809.00,30
0,0,1,0,0,197.00,100
0,0,1,0,0,221.92,300
0,0,0,1,0,277.00,100
0,0,1,0,0,750.00,1000
0,1,0,0,0,165.60,700
0,0,1,0,0,314.00,100
0,0,1,0,0,305.00,90
0,0,1,0,0,210.98,900
1,0,0,0,0,160.16,300
1,0,0,0,0,149.00,100
0,0,1,0,0,266.00,10
0,0,1,0,0,609.00,30
0,0,1,0,0,195.00,26
0,0,1,0,0,605.00,40
1,0,0,0,0,257.18,90
0,0,1,0,0,318.78,80
0,0,1,0,0,407.00,10
0,1,0,0,0,409.64,400
0,0,1,0,0,286.16,400
0,0,1,0,0,220.80,70
0,0,1,0,0,343.83,100
1,0,0,0,0,725.05,90
0,0,1,0,0,229.22,32
0,0,1,0,0,151.32,15
0,0,1,0,0,203.00,11
0,0,1,0,0,210.63,1000
0,0,1,0,0,173.00,200
0,0,1,0,0,153.60,12
0,1,0,0,0,207.00,60
0,1,0,0,0,429.00,50
0,0,1,0,0,478.00,200
0,0,1,0,0,460.00,10
0,0,1,0,0,280.00,200
0,0,1,0,0,388.00,90
0,0,1,0,0,509.00,100
0,0,1,0,0,257.95,30
0,0,1,0,0,457.00,80
1,0,0,0,0,284.70,100
0,0,1,0,0,685.00,10
0,0,1,0,0,130.67,700
0,0,1,0,0,275.00,200
1,0,0,0,0,416.00,30
0,0,1,0,0,339.57,20
0,1,0,0,0,384.00,100
0,0,1,0,0,371.00,70
0,0,0,1,0,268.64,30
0,0,1,0,0,368.00,1000
0,1,0,0,0,261.00,90
0,0,1,0,0,329.00,40
0,0,0,1,0,220.00,200
0,0,1,0,0,249.00,200
0,1,0,0,0,174.79,100
0,0,1,0,0,262.00,30
1,0,0,0,0,324.00,20
0,0,1,0,0,234.60,80
0,1,0,0,0,374.99,60
0,0,1,0,0,602.70,100
0,1,0,0,0,184.80,12
0,0,1,0,0,230.00,300
1,0,0,0,0,341.00,90
0,1,0,0,0,387.31,200
0,1,0,0,0,498.00,100
1,0,0,0,0,188.00,60
1,0,0,0,0,284.00,70
0,0,1,0,0,764.00,100
1,0,0,0,0,386.17,800
0,0,1,0,0,224.00,100
0,0,1,0,0,494.00,80
0,0,1,0,0,628.00,100
0,0,0,1,0,267.00,60
0,0,1,0,0,360.00,50
0,0,1,0,0,621.00,1000
0,1,0,0,0,79.55,10
0,0,1,0,0,220.00,300
0,0,1,0,0,138.70,800
0,0,1,0,0,266.05,100
0,0,1,0,0,429.00,100
1,0,0,0,0,356.00,40
0,0,1,0,0,390.00,60
0,0,1,0,0,170.85,100
0,0,1,0,0,419.00,10
0,0,1,0,0,199.43,200
0,0,1,0,0,152.46,100
0,0,0,1,0,213.89,25
0,0,1,0,0,207.00,300
0,0,1,0,0,341.11,70
0,0,0,1,0,295.68,600
0,0,1,0,0,299.00,100
0,0,1,0,0,375.00,40
0,1,0,0,0,304.00,60
0,1,0,0,0,273.00,50
0,0,0,1,0,202.00,300
0,0,1,0,0,172.00,10
0,0,1,0,0,309.00,50
0,0,1,0,0,259.00,70
0,1,0,0,0,281.00,50
1,0,0,0,0,166.40,200
0,0,1,0,0,240.80,12
0,1,0,0,0,259.25,40
0,0,1,0,0,211.00,200
0,0,0,1,0,193.00,500
0,0,1,0,0,257.00,30
0,0,1,0,0,282.00,60
0,0,1,0,0,189.00,100
0,0,1,0,0,264.11,100
0,0,1,0,0,518.00,90
1,0,0,0,0,307.33,50
0,1,0,0,0,213.16,200
0,0,1,0,0,267.19,80
0,0,1,0,0,225.00,200
0,0,0,1,0,181.00,500
0,0,1,0,0,387.00,90
0,0,0,1,0,186.42,400
0,0,1,0,0,330.00,100
0,0,1,0,0,297.00,40
0,0,1,0,0,367.92,200
0,0,0,1,0,323.00,80
0,0,1,0,0,581.00,80
0,0,1,0,0,436.00,60
1,0,0,0,0,204.00,60
0,0,1,0,0,242.55,200
0,0,1,0,0,322.40,10
0,1,0,0,0,243.00,700
0,0,1,0,0,304.00,70
0,0,1,0,0,429.00,20
1,0,0,0,0,244.00,30
0,0,1,0,0,401.17,200
0,0,1,0,0,194.00,100
0,1,0,0,0,417.00,20
0,1,0,0,0,367.00,20
0,0,1,0,0,459.17,50
0,1,0,0,0,191.73,100
0,1,0,0,0,189.42,100
0,1,0,0,0,809.00,30
0,0,1,0,0,197.00,100
0,0,1,0,0,221.92,300
0,0,0,1,0,277.00,100
0,0,1,0,0,750.00,1000
0,1,0,0,0,165.60,700
0,0,1,0,0,314.00,100
0,0,1,0,0,305.00,90
0,0,1,0,0,210.98,900
1,0,0,0,0,160.16,300
1,0,0,0,0,149.00,100
0,0,1,0,0,266.00,10
0,0,1,0,0,410.41,40
0,0,1,0,0,424.00,100
0,0,1,0,0,644.00,30
0,0,1,0,0,459.00,100
0,0,1,0,0,230.00,50
0,1,0,0,0,301.60,50
0,1,0,0,0,260.26,50
0,0,1,0,0,424.00,200
0,0,1,0,0,246.00,400
0,0,1,0,0,155.54,30
1,0,0,0,0,229.46,600
0,0,1,0,0,126.00,40
0,0,0,1,0,370.00,100
0,0,1,0,0,199.00,1000
0,0,1,0,0,432.00,60
0,0,1,0,0,178.12,23
0,0,0,1,0,228.69,90
0,0,1,0,0,259.00,100
0,1,0,0,0,638.00,1000
0,0,1,0,0,371.57,19
0,0,1,0,0,478.00,10
0,0,0,1,0,252.45,30
0,0,1,0,0,505.00,10
0,0,1,0,0,216.81,60
0,0,1,0,0,302.61,500
1,0,0,0,0,149.00,400
0,0,0,1,0,276.43,200
0,0,0,1,0,452.00,20
1,0,0,0,0,283.00,70
0,0,1,0,0,390.00,20
1,0,0,0,0,234.00,200
0,0,1,0,0,199.00,400
0,0,1,0,0,304.80,70
0,0,1,0,0,376.20,40
0,1,0,0,0,237.00,60
0,0,1,0,0,360.36,60
0,0,1,0,0,195.00,90
0,1,0,0,0,267.00,90
0,0,0,1,0,271.04,300
0,0,1,0,0,117.00,500
1,0,0,0,0,735.00,40
0,1,0,0,0,340.91,700
0,0,1,0,0,490.00,100
0,0,1,0,0,212.00,100
0,1,0,0,0,348.00,80
0,1,0,0,0,229.00,10
0,0,1,0,0,418.20,60
0,0,1,0,0,331.00,40
0,1,0,0,0,204.00,100
0,0,0,1,0,250.00,40
0,0,1,0,0,220.22,200
0,0,1,0,0,218.00,100
0,0,1,0,0,243.20,100
0,0,0,1,0,232.14,12
0,0,1,0,0,419.20,40
0,0,1,0,0,332.00,400
0,0,1,0,0,159.12,11
0,0,1,0,0,763.00,10
0,1,0,0,0,477.00,400
1,0,0,0,0,517.44,30
0,0,0,1,0,162.00,100
0,1,0,0,0,518.00,100
0,0,1,0,0,473.00,100
0,0,1,0,0,197.00,100
0,1,0,0,0,221.00,90
0,0,0,1,0,267.00,100
0,0,0,1,0,274.48,100
0,0,1,0,0,301.00,500
0,0,0,1,0,283.00,200
0,0,1,0,0,290.00,100
0,0,1,0,0,217.60,200
1,0,0,0,0,226.40,700
0,0,1,0,0,512.00,90
0,0,1,0,0,284.00,100
0,1,0,0,0,281.00,100
0,1,0,0,0,225.00,100
0,0,1,0,0,244.50,100
0,1,0,0,0,249.00,200
0,1,0,0,0,306.00,200
0,0,1,0,0,206.00,20
0,0,0,1,0,188.34,700
1,0,0,0,0,217.91,500
0,0,1,0,0,735.00,40
0,0,1,0,0,284.80,60
0,0,1,0,0,238.00,400
0,0,1,0,0,422.00,100
0,0,1,0,0,228.49,700
0,1,0,0,0,272.00,100
0,0,0,1,0,130.05,100
0,0,0,1,0,164.00,30
0,1,0,0,0,375.76,100
0,0,1,0,0,683.00,10
1,0,0,0,0,377.00,10
0,0,0,1,0,178.00,700
0,0,1,0,0,302.61,30
0,1,0,0,0,447.00,1000
0,0,0,1,0,195.00,60
0,1,0,0,0,196.00,300
0,0,0,1,0,374.00,80
0,0,1,0,0,201.00,40
0,0,0,1,0,223.00,70
0,0,1,0,0,482.00,60
0,0,0,1,0,286.45,100
0,1,0,0,0,300.00,100
0,0,1,0,0,314.93,60
0,1,0,0,0,213.00,300
0,0,1,0,0,271.00,100
0,0,1,0,0,276.00,20
0,0,0,1,0,262.00,40
0,0,1,0,0,186.00,200
0,0,0,1,0,203.67,100
0,1,0,0,0,235.00,100
1,0,0,0,0,330.00,10
0,1,0,0,0,284.00,16
0,0,1,0,0,264.00,100
0,0,1,0,0,546.00,50
0,1,0,0,0,280.00,30
0,1,0,0,0,222.00,10
0,0,1,0,0,274.00,70
0,0,1,0,0,251.79,200
0,0,1,0,0,87.00,16
0,0,1,0,0,133.59,24
0,1,0,0,0,266.00,100
0,0,1,0,0,488.00,100
0,1,0,0,0,395.00,90
0,0,1,0,0,182.49,300
0,0,1,0,0,209.00,200
0,0,1,0,0,199.00,1000
0,0,1,0,0,602.00,50
1,0,0,0,0,265.72,100
0,0,1,0,0,307.23,10
0,0,1,0,0,394.00,100
1,0,0,0,0,364.00,100
1,0,0,0,0,172.55,100
0,0,0,1,0,251.00,70
0,0,0,1,0,159.00,100
0,0,1,0,0,349.35,80
0,1,0,0,0,178.64,200
0,1,0,0,0,378.00,200
0,0,0,1,0,231.00,100
0,0,1,0,0,253.00,100
0,0,0,1,0,185.00,500
0,0,0,1,0,177.00,100
0,0,1,0,0,191.52,100
0,0,1,0,0,356.00,80
0,0,1,0,0,261.00,200
0,0,1,0,0,404.00,100
0,0,1,0,0,266.00,100
1,0,0,0,0,122.00,300
0,0,0,1,0,318.00,200
0,0,1,0,0,351.00,30
0,0,1,0,0,113.60,90
0,1,0,0,0,337.26,600
0,0,1,0,0,382.00,100
0,0,1,0,0,202.00,200
0,0,1,0,0,224.00,1000
0,0,1,0,0,271.00,200
1,0,0,0,0,228.00,90
0,0,1,0,0,213.29,200
0,0,1,0,0,176.00,20
0,1,0,0,0,365.75,80
0,1,0,0,0,325.60,50
0,0,1,0,0,560.00,20
0,0,1,0,0,516.00,1000
0,0,1,0,0,344.00,10
0,0,1,0,0,268.00,100
0,0,1,0,0,140.00,1000
0,0,0,1,0,316.23,100
0,1,0,0,0,146.20,400
0,0,1,0,0,142.80,300
0,0,1,0,0,230.00,100
0,0,1,0,0,206.36,40
1,0,0,0,0,165.00,300
0,0,1,0,0,334.18,200
0,0,1,0,0,653.00,20
0,0,1,0,0,343.00,50
0,1,0,0,0,257.00,100
1,0,0,0,0,234.85,300
0,0,1,0,0,247.00,60
1,0,0,0,0,173.74,300
0,0,1,0,0,301.00,20
0,0,1,0,0,327.00,20
0,0,1,0,0,201.00,20
0,0,1,0,0,279.60,100
0,0,1,0,0,230.00,100
0,1,0,0,0,330.00,100
1,0,0,0,0,214.06,800
0,0,1,0,0,308.00,10
0,0,1,0,0,442.75,30
0,0,1,0,0,467.00,80
0,1,0,0,0,220.00,200
1,0,0,0,0,275.00,100
0,0,1,0,0,329.00,1000
0,0,1,0,0,338.00,90
0,0,1,0,0,243.00,15
0,0,1,0,0,283.00,30
0,0,0,1,0,156.31,13
0,0,1,0,0,249.00,200
0,0,1,0,0,258.00,30
0,1,0,0,0,187.20,600
0,0,1,0,0,257.00,20
0,0,1,0,0,389.82,100
0,0,0,1,0,257.55,300
0,1,0,0,0,146.00,100
0,0,1,0,0,254.00,800
0,0,0,1,0,250.00,500
0,0,1,0,0,548.00,40
0,1,0,0,0,432.00,10
0,0,1,0,0,245.00,100
0,0,1,0,0,395.00,10
0,1,0,0,0,304.00,700
1,0,0,0,0,235.00,90
0,1,0,0,0,209.60,300
0,0,1,0,0,531.00,1000
0,0,0,1,0,126.00,10
0,0,0,1,0,521.00,20
0,0,0,1,0,222.00,100
0,0,1,0,0,732.00,10
0,0,1,0,0,280.00,100
0,0,1,0,0,303.00,20
0,1,0,0,0,225.61,200
0,0,1,0,0,503.00,30
0,0,1,0,0,323.00,100
0,0,1,0,0,212.52,30
0,0,1,0,0,317.00,100
0,0,0,1,0,217.54,500
0,1,0,0,0,237.98,30
0,0,1,0,0,218.00,50
1,0,0,0,0,206.00,70
0,0,1,0,0,370.00,90
0,0,1,0,0,205.00,200
0,0,1,0,0,237.25,40
0,1,0,0,0,316.00,10
0,1,0,0,0,308.00,100
0,0,1,0,0,292.00,100
0,0,1,0,0,231.00,300
0,0,1,0,0,595.80,40
0,0,1,0,0,334.00,400
0,0,1,0,0,301.00,50
0,0,1,0,0,264.00,400
0,0,1,0,0,582.00,10
0,0,1,0,0,303.00,40
0,0,0,1,0,350.00,100
0,0,1,0,0,304.30,1000
0,0,1,0,0,464.80,40
0,0,1,0,0,213.00,400
0,0,1,0,0,378.00,200
0,1,0,0,0,291.00,100
0,0,1,0,0,217.00,50
0,0,0,1,0,256.00,90
0,0,0,1,0,357.00,100
0,1,0,0,0,370.00,80
0,0,1,0,0,261.00,10
1,0,0,0,0,245.60,1000
0,1,0,0,0,444.00,1000
0,1,0,0,0,271.04,70
0,0,1,0,0,234.00,500
0,0,0,1,0,202.94,100
0,1,0,0,0,426.00,40
0,1,0,0,0,294.00,100
0,0,1,0,0,585.00,80
0,1,0,0,0,347.00,200
0,0,1,0,0,383.00,300
0,0,1,0,0,285.00,1000
0,1,0,0,0,221.92,400
0,1,0,0,0,486.00,100
0,0,1,0,0,426.00,50
0,0,0,1,0,602.00,10
1,0,0,0,0,207.13,700
0,0,1,0,0,254.77,100
0,0,0,1,0,355.00,70
0,1,0,0,0,407.00,100
0,0,1,0,0,279.20,60
0,0,1,0,0,290.00,100
1,0,0,0,0,308.00,20
0,0,1,0,0,248.00,20
0,1,0,0,0,297.00,60
0,1,0,0,0,327.04,90
0,0,1,0,0,229.00,70
0,0,1,0,0,335.72,100
0,1,0,0,0,281.05,600
0,0,1,0,0,199.00,1000
0,0,1,0,0,470.00,10
0,0,1,0,0,331.00,40
0,0,1,0,0,415.50,50
0,0,1,0,0,205.59,300
0,0,1,0,0,289.81,80
0,0,1,0,0,221.25,600
1,0,0,0,0,252.00,10
0,0,1,0,0,192.95,200
0,0,1,0,0,358.00,100
0,1,0,0,0,359.00,1000
0,0,1,0,0,160.00,80
0,1,0,0,0,261.00,70
0,1,0,0,0,215.90,70
1,0,0,0,0,247.00,80
0,1,0,0,0,301.00,30
0,0,1,0,0,357.00,100
0,0,1,0,0,380.33,100
0,0,1,0,0,177.00,80
0,0,1,0,0,251.25,10
0,0,1,0,0,349.00,60
0,0,1,0,0,354.00,50
0,1,0,0,0,386.54,40
0,0,0,1,0,236.52,50
0,0,1,0,0,539.00,100
0,1,0,0,0,299.00,100
0,0,1,0,0,243.00,200
0,0,1,0,0,383.00,100
0,0,1,0,0,398.09,400
0,0,1,0,0,492.00,30
0,0,1,0,0,198.00,1000
0,0,1,0,0,457.00,1000
0,0,1,0,0,226.00,600
0,1,0,0,0,370.00,1000
0,0,0,1,0,289.00,500
0,0,1,0,0,299.00,100
0,1,0,0,0,261.80,30
0,0,1,0,0,224.84,10
0,0,1,0,0,261.34,66
1,0,0,0,0,223.00,100
0,0,1,0,0,383.00,20
0,0,1,0,0,382.00,100
0,0,1,0,0,442.00,100
0,0,1,0,0,217.54,100
0,0,1,0,0,461.00,1000
0,1,0,0,0,447.00,200
0,0,1,0,0,328.00,30
0,1,0,0,0,154.00,200
0,1,0,0,0,278.00,100
0,1,0,0,0,204.36,70
0,0,0,1,0,175.20,100
0,1,0,0,0,222.00,100
0,0,1,0,0,387.00,30
0,0,1,0,0,227.76,800
0,0,1,0,0,327.77,800
0,0,1,0,0,140.91,200
1,0,0,0,0,223.00,200
0,1,0,0,0,228.00,30
0,0,1,0,0,198.00,60
0,0,1,0,0,298.00,1000
0,0,1,0,0,234.00,30
0,0,0,1,0,131.67,200
0,0,1,0,0,298.00,20
0,0,1,0,0,153.30,600
0,1,0,0,0,258.00,70
0,0,1,0,0,572.88,60
0,0,1,0,0,277.60,200
0,0,1,0,0,222.70,70
0,0,1,0,0,237.98,100
0,0,0,1,0,132.80,500
0,0,1,0,0,414.00,100
0,0,1,0,0,366.35,80
0,1,0,0,0,195.00,50
0,0,1,0,0,350.00,1000
0,0,1,0,0,334.18,30
0,1,0,0,0,471.58,800
0,0,1,0,0,261.00,10
0,1,0,0,0,218.00,40
0,0,1,0,0,289.52,10
0,0,0,1,0,269.00,30
0,0,1,0,0,381.15,90
0,0,1,0,0,507.45,10
0,0,1,0,0,198.00,400
0,1,0,0,0,326.00,20
0,0,1,0,0,286.00,70
0,0,1,0,0,284.00,500
0,1,0,0,0,338.00,100
0,1,0,0,0,363.00,1000
0,0,1,0,0,356.00,20
1,0,0,0,0,412.00,100
0,1,0,0,0,274.00,100
0,1,0,0,0,351.00,50
0,0,1,0,0,357.00,20
0,0,1,0,0,531.00,70
0,0,1,0,0,374.00,80
0,0,1,0,0,593.00,10
0,0,1,0,0,192.00,500
0,0,0,1,0,295.00,50
0,0,1,0,0,216.81,10
0,1,0,0,0,262.57,80
1,0,0,0,0,208.00,100
0,1,0,0,0,310.00,300
0,1,0,0,0,231.00,90
0,1,0,0,0,507.00,40
0,0,1,0,0,142.74,16
0,0,1,0,0,318.40,1000
1,0,0,0,0,292.00,300
0,0,1,0,0,289.00,50
0,0,1,0,0,229.22,100
0,0,1,0,0,247.00,40
0,0,1,0,0,465.00,20
1,0,0,0,0,188.70,60
0,0,1,0,0,372.68,90
0,0,1,0,0,340.00,80
0,0,1,0,0,433.00,30
0,0,1,0,0,255.00,100
0,1,0,0,0,451.00,100
0,0,1,0,0,189.00,100
0,1,0,0,0,412.00,1000
0,1,0,0,0,254.00,100
1,0,0,0,0,203.58,80
1,0,0,0,0,227.76,300
0,0,0,1,0,164.78,16
0,1,0,0,0,208.05,60
0,1,0,0,0,187.88,200
0,1,0,0,0,228.00,1000
0,0,0,1,0,333.61,200
0,0,1,0,0,119.72,100
0,0,1,0,0,263.00,70
0,0,1,0,0,686.00,50
0,0,1,0,0,210.00,100
1,0,0,0,0,184.00,60
1,0,0,0,0,351.00,200
0,1,0,0,0,592.00,40
0,1,0,0,0,232.14,200
0,0,1,0,0,378.00,200
0,0,1,0,0,292.00,200
0,0,1,0,0,261.00,100
0,0,0,1,0,246.00,80
0,0,1,0,0,276.00,20
0,0,1,0,0,413.00,40
0,0,1,0,0,234.08,100
0,0,1,0,0,284.00,100
0,0,1,0,0,395.00,20
0,1,0,0,0,233.31,100
0,0,1,0,0,840.00,40
0,0,0,1,0,236.52,100
0,1,0,0,0,370.00,40
0,0,1,0,0,208.25,12
0,1,0,0,0,396.00,100
0,0,1,0,0,325.71,20
0,1,0,0,0,414.80,100
0,0,1,0,0,469.80,30
0,1,0,0,0,301.84,200
0,0,1,0,0,229.00,1000
0,0,1,0,0,375.00,1000
0,0,1,0,0,207.13,100
0,0,1,0,0,195.00,200
0,1,0,0,0,510.00,100
1,0,0,0,0,272.00,200
0,0,1,0,0,159.20,600
0,0,1,0,0,144.54,18
0,1,0,0,0,277.00,40
0,0,1,0,0,279.00,100
0,0,1,0,0,186.00,300
0,1,0,0,0,344.00,1000
1,0,0,0,0,255.00,30
1,0,0,0,0,209.00,200
0,1,0,0,0,253.00,10
0,0,1,0,0,284.00,1000
0,0,0,1,0,198.00,60
0,0,1,0,0,361.60,30
0,0,1,0,0,132.44,200
0,0,1,0,0,181.00,700
0,0,1,0,0,358.40,100
0,1,0,0,0,341.00,200
0,0,1,0,0,263.00,50
0,0,1,0,0,237.93,50
0,0,0,1,0,205.00,200
0,0,1,0,0,319.00,100
1,0,0,0,0,294.40,400
1,0,0,0,0,183.00,50
0,0,1,0,0,239.47,60
0,0,1,0,0,313.00,1000
1,0,0,0,0,428.00,20
0,0,1,0,0,553.63,100
0,1,0,0,0,292.00,60
1,0,0,0,0,266.00,100
0,0,1,0,0,376.80,20
0,0,1,0,0,209.00,100
0,1,0,0,0,318.00,100
0,0,1,0,0,472.00,100
0,0,0,1,0,209.00,200
0,0,1,0,0,244.80,100
0,0,0,1,0,272.00,100
0,0,1,0,0,848.00,30
0,0,1,0,0,840.00,1000
0,1,0,0,0,246.00,100
0,0,1,0,0,127.00,800
0,0,1,0,0,640.00,30
0,0,1,0,0,596.00,20
0,0,1,0,0,274.45,60
0,1,0,0,0,241.00,500
1,0,0,0,0,248.04,80
1,0,0,0,0,330.00,90
0,0,1,0,0,199.50,200
0,0,0,1,0,195.58,600
0,0,1,0,0,254.87,100
0,0,1,0,0,413.00,40
0,0,1,0,0,220.46,400
0,1,0,0,0,201.00,1000
0,0,1,0,0,227.00,80
0,0,1,0,0,247.00,40
0,0,1,0,0,307.00,20
0,0,1,0,0,208.00,10
0,0,1,0,0,474.00,30
0,0,1,0,0,392.00,30
0,0,1,0,0,429.00,400
0,1,0,0,0,394.00,30
0,0,1,0,0,179.00,200
0,0,1,0,0,312.00,30
0,1,0,0,0,378.00,60
0,0,1,0,0,143.08,700
0,0,1,0,0,288.00,40
0,0,1,0,0,393.00,20
0,0,1,0,0,222.65,100
0,0,1,0,0,200.00,300
1,0,0,0,0,261.80,200
0,0,1,0,0,230.00,10
0,1,0,0,0,425.00,20
1,0,0,0,0,228.00,20
0,0,1,0,0,386.00,200
1,0,0,0,0,272.00,400
0,0,1,0,0,427.00,200
0,0,1,0,0,321.20,50
0,0,0,1,0,249.05,300
0,0,1,0,0,533.00,30
1,0,0,0,0,282.20,70
0,0,1,0,0,587.00,10
0,0,1,0,0,427.00,300
0,0,1,0,0,273.00,10
0,0,1,0,0,479.00,60
0,0,1,0,0,296.80,100
0,0,1,0,0,251.79,80
0,0,1,0,0,470.00,60
0,0,1,0,0,380.00,100
1,0,0,0,0,164.78,25
0,0,1,0,0,515.00,1000
0,0,1,0,0,178.00,300
0,0,1,0,0,287.00,60
0,0,1,0,0,137.24,10
0,0,1,0,0,217.00,70
0,0,1,0,0,373.00,100
1,0,0,0,0,468.00,50
0,0,1,0,0,253.00,10
0,0,1,0,0,259.00,30
0,0,1,0,0,227.00,400
0,0,1,0,0,286.00,40
0,0,1,0,0,183.20,100
0,0,1,0,0,296.00,90
0,0,1,0,0,454.00,1000
0,0,1,0,0,235.00,80
0,0,0,1,0,460.00,60
0,0,1,0,0,343.00,80
0,0,1,0,0,336.00,10
1,0,0,0,0,198.05,100
